log10(M_*[Msun]),sSFR[1/yr](20Myr),sSFR[1/yr](1Gyr),log10(M_HI[Msun]),sigma_*(<0.8kpc)[km/s],log10(M_BH[Msun])
8.8682,0,2.7033e-10,9.7383,0,6.2318
9.044,9.587e-11,1.5573e-10,9.7968,0,6.3034
8.939,1.3197e-10,1.2871e-10,9.7947,0,5.9851
8.7023,6.7836e-10,2.2452e-10,9.7414,0,6.126
9.2771,5.0376e-11,1.4528e-10,9.6739,0,6.188
9.3614,7.8817e-11,1.1466e-10,9.8195,0,6.2032
9.1527,0,1.2152e-10,9.6887,0,6.2327
9.2232,1.3124e-10,8.9743e-11,9.7621,0,6.2792
9.1042,4.2353e-10,1.8863e-10,9.7833,0,6.2238
8.8799,0,2.3905e-10,9.823,0,6.1972
9.3835,1.9574e-10,8.2618e-11,9.7351,0,6.2211
8.9664,7.9308e-11,1.2267e-10,9.8484,0,5.9953
9.3229,2.2808e-10,9.7733e-11,9.775,0,6.126
8.9709,1.9481e-10,7.0992e-11,9.4432,0,6.2251
8.2923,0,0,8.7374,0,-Inf
9.2047,1.6725e-10,1.0684e-10,9.6856,0,6.2821
9.2158,1.6749e-10,9.5496e-11,9.7446,0,6.3984
9.119,0,1.3544e-10,9.7767,0,6.2988
9.2217,0,8.8863e-11,9.7684,0,6.3453
9.182,2.2601e-10,1.2674e-10,9.6814,0,6.0816
9.2452,8.612e-11,1.0967e-10,9.698,0,6.2078
9.195,9.8488e-11,1.174e-10,9.8243,0,6.3116
8.522,4.2841e-10,2.2578e-10,9.5616,0,5.9414
9.5155,1.1934e-10,4.2884e-11,9.6525,0,6.1254
9.3729,9.9258e-11,9.6867e-11,9.7373,0,6.2103
9.0716,1.4847e-10,1.6366e-10,9.8003,0,6.2653
9.1871,0,8.7199e-11,9.7864,0,6.1998
8.9748,2.203e-10,1.027e-10,9.7825,0,6.2599
9.3154,3.4699e-11,8.9451e-11,9.7235,0,5.9673
9.0084,2.4134e-10,2.3784e-10,9.7737,0,5.9859
9.1422,0,9.3171e-11,9.7254,0,6.1417
8.9272,4.0309e-10,2.4786e-10,9.8238,0,6.1375
8.9965,1.5864e-10,1.4208e-10,9.8284,0,6.1178
9.293,2.1641e-10,1.7914e-10,9.7973,0,6.2279
8.9367,1.8059e-10,1.3036e-10,9.6977,0,6.1985
8.9851,4.4826e-10,3.3966e-10,9.7378,0,6.1053
9.2658,1.1899e-10,9.8306e-11,9.8317,0,6.1505
8.9422,1.5413e-10,1.2785e-10,9.8188,0,6.0255
9.086,1.0173e-10,8.4222e-11,9.7783,0,6.2348
9.1857,8.1489e-11,1.2903e-10,9.7641,0,6.1981
9.2801,1.9961e-10,1.1583e-10,9.7,0,6.3383
9.0136,6.7524e-11,1.3995e-10,9.8286,0,6.1827
9.4095,0,3.141e-11,9.6001,0,6.1987
9.0857,3.4404e-10,1.2725e-10,9.8275,0,6.3073
9.2343,1.3557e-10,1.1605e-10,9.745,0,6.0506
9.4561,2.3513e-11,4.8779e-11,9.6749,0,6.3237
8.9158,9.8813e-11,1.1535e-10,9.6642,0,6.1575
9.0037,1.466e-10,1.1975e-10,9.7118,0,6.1802
9.1356,2.7883e-10,1.2755e-10,9.81,0,6.2744
9.399,7.2562e-11,5.7484e-11,9.6043,0,5.9676
9.1441,8.2195e-11,9.5368e-11,9.7868,0,6.2567
9.2706,1.5227e-10,1.1814e-10,9.7708,0,6.2792
8.8998,0,2.4893e-10,9.7034,0,6.3252
8.8348,1.131e-10,2.0965e-10,9.765,0,5.9377
9.1204,6.5994e-11,1.5294e-10,9.7895,0,6.3236
9.407,0,4.1463e-11,9.6164,0,6.1259
8.9864,9.9144e-11,1.2461e-10,9.779,0,6.3349
9.4295,1.2346e-10,1.0825e-10,9.815,0,6.0583
9.342,1.5473e-10,1.0505e-10,9.7454,0,6.1441
9.4108,9.9941e-11,1.0251e-10,9.8107,0,5.9591
8.7792,2.8621e-10,8.7462e-11,9.5382,0,6.3538
8.7408,0,4.5459e-11,9.4011,0,-Inf
9.0853,4.0269e-10,1.8145e-10,9.8069,0,6.1362
9.168,7.6955e-11,7.9548e-11,9.7117,0,6.0811
9.3329,4.2702e-11,1.0602e-10,9.7356,0,6.1979
9.2853,2.2856e-10,1.5384e-10,9.8348,0,6.1177
8.8529,2.104e-10,1.6649e-10,9.777,0,6.3155
9.2858,2.1091e-10,1.4552e-10,9.8067,0,6.2523
9.4818,1.4658e-10,9.1767e-11,9.7593,0,6.1408
9.5445,9.5946e-11,8.7764e-11,9.5865,0,6.3795
9.2438,6.7992e-11,9.6856e-11,9.7938,0,6.1843
9.3937,2.3856e-10,8.2517e-11,9.5753,0,6.0751
8.7581,4.7898e-10,2.4309e-10,9.7081,0,6.143
9.1669,3.9453e-11,1.3247e-10,9.8125,0,6.1828
9.0562,2.7288e-10,9.2654e-11,9.5082,0,6.2458
8.0067,NaN,NaN,9.3185,0,-Inf
9.2302,4.5069e-11,1.3386e-10,9.8064,0,6.1957
9.1577,5.0212e-11,5.7391e-11,9.7016,0,6.3754
9.065,9.0171e-11,1.0998e-10,9.6826,0,6.2451
8.6782,4.0303e-10,2.0196e-10,9.7498,0,6.3521
9.2572,6.8078e-11,9.4256e-11,9.6835,0,6.205
9.3747,3.3121e-11,8.3916e-11,9.7537,0,6.239
9.1743,0,1.1667e-10,9.7375,0,6.2346
8.8597,3.9916e-10,1.7789e-10,9.6991,0,6.3734
8.6089,1.5414e-10,8.7372e-11,9.5828,0,6.3092
9.3867,8.0838e-11,8.6798e-11,9.6637,0,6.1613
8.4985,3.3242e-10,1.0303e-10,9.5134,0,-Inf
8.6335,0,7.6424e-11,9.3992,0,6.3974
9.3265,1.2056e-10,1.3957e-10,9.9117,0,6.192
9.1462,1.3645e-10,1.5856e-10,9.8712,0,6.1806
9.2556,1.2574e-10,1.3083e-10,9.7183,0,5.9624
9.1959,5.969e-11,1.118e-10,9.7901,0,6.1662
9.3109,0,7.2578e-11,9.6166,0,5.9562
9.0908,1.3808e-10,1.1873e-10,9.7819,0,6.2911
9.3508,1.6134e-10,1.1497e-10,9.6041,0,6.2192
9.1133,0,1.2066e-10,9.7987,0,6.0793
9.1772,1.022e-10,1.3839e-10,9.8098,0,6.2277
9.3757,1.2205e-10,7.6306e-11,9.7497,0,6.1676
9.0923,2.4088e-10,1.4306e-10,9.7401,0,6.2301
9.2935,0,6.2738e-11,9.6888,0,6.0803
9.3837,9.5248e-11,1.5682e-10,9.8387,0,6.2834
9.0916,0,8.9852e-11,9.649,0,6.2293
8.1336,NaN,NaN,9.0548,0,-Inf
9.1925,1.5862e-10,1.1666e-10,9.6634,0,6.1787
9.1227,3.9273e-10,1.416e-10,9.8122,0,6.2156
9.0878,1.5194e-10,1.181e-10,9.6695,0,6.2842
9.2167,2.2079e-10,8.3903e-11,9.6974,0,6.0613
8.9947,5.6905e-10,2.4955e-10,9.7876,0,6.2673
9.1993,0,9.7497e-11,9.6839,0,6.052
9.2054,3.2883e-11,6.3881e-11,9.3511,0,6.2265
9.1038,2.0391e-10,6.8345e-11,9.7813,0,6.2507
8.6075,2.5057e-10,6.4207e-11,9.4449,0,-Inf
8.8219,2.6144e-10,6.811e-11,9.4088,0,-Inf
8.9851,5.033e-11,1.4376e-10,9.8062,0,6.0841
9.2078,2.4455e-10,1.0165e-10,9.635,0,6.2756
8.8498,0,1.7202e-10,9.825,0,6.0655
8.6723,1.4019e-10,1.2125e-10,9.6448,0,6.2043
9.045,5.801e-11,8.3713e-11,9.6148,0,6.1541
8.8199,0,8.1211e-11,9.3778,0,6.1337
9.3047,8.7476e-11,1.4284e-10,9.8052,0,6.1192
9.1331,4.3046e-10,2.3344e-10,9.7572,0,6.1206
9.3,9.1596e-11,5.644e-11,9.6561,0,6.2539
9.1698,0,1.5622e-10,9.781,0,6.096
9.1119,6.3749e-11,7.6003e-11,9.8397,0,6.3607
9.2279,1.5084e-10,7.7223e-11,9.6831,0,6.3131
9.2776,7.8365e-11,1.0708e-10,9.7274,0,6.2615
9.1351,1.4857e-10,1.0883e-10,9.7363,0,6.1161
9.0914,3.0794e-10,1.2923e-10,9.7929,0,6.3014
9.1699,2.4062e-10,1.5066e-10,9.7942,0,6.23
9.2544,1.1248e-10,7.662e-11,9.6736,0,6.1988
9.1467,1.4945e-10,1.6909e-10,9.7515,0,6.194
9.3899,1.6229e-10,1.2922e-10,9.7098,0,6.0303
9.1448,1.4183e-10,7.6782e-11,9.697,0,6.2581
9.266,2.0253e-10,2.0444e-10,9.8703,0,6.3204
8.5573,0,1.8635e-10,9.5051,0,6.193
8.9292,8.8399e-11,2.1262e-10,9.6124,0,6.003
9.2148,1.7032e-10,1.3421e-10,9.7928,0,6.2374
9.076,2.8193e-10,2.0862e-10,9.7498,0,6.2719
9.1971,9.2138e-11,1.1371e-10,9.7699,0,6.1661
9.3472,6.7204e-11,9.5662e-11,9.6055,0,6.2769
9.0905,0,1.1064e-10,9.7765,0,6.3003
8.9151,0,2.4501e-10,9.7989,0,6.2682
9.1244,1.0939e-10,1.7453e-10,9.8056,0,6.3455
9.4095,1.0524e-10,8.0278e-11,9.6853,0,6.2782
9.3937,1.4149e-10,8.1508e-11,9.6486,0,6.0804
9.2163,9.5282e-11,1.2347e-10,9.7391,0,6.1704
9.3103,3.0956e-10,1.1023e-10,9.7078,0,6.1622
8.94,9.9269e-11,1.7484e-10,9.822,0,6.1495
9.2144,5.5972e-11,1.0208e-10,9.8147,0,6.3516
9.3336,1.8645e-10,1.0602e-10,9.7552,0,6.1832
9.189,2.5847e-10,7.5369e-11,9.706,0,6.5242
9.1379,2.0369e-10,1.5247e-10,9.8592,0,6.201
9.1462,9.9622e-11,2.2058e-10,9.8021,0,6.2824
9.2456,0,1.4642e-10,9.7942,0,6.1762
9.2069,1.4307e-10,1.5719e-10,9.8903,0,6.2796
9.278,1.0436e-10,8.9699e-11,9.6481,0,6.1243
9.2699,1.6927e-10,9.7394e-11,9.7482,0,6.2887
9.2506,0,1.1071e-10,9.8123,0,6.3725
9.0884,4.1689e-11,1.3935e-10,9.8024,0,6.1741
9.156,0,8.2297e-11,9.7065,0,6.2535
9.2569,6.6094e-11,4.9287e-11,9.7399,0,6.3737
8.6219,2.2106e-10,1.0057e-10,9.5243,0,6.289
8.3826,0,1.1139e-10,9.4193,0,-Inf
9.0599,1.1635e-10,1.1059e-10,9.7264,0,6.2974
9.313,4.5362e-11,9.4775e-11,9.7196,0,6.2997
9.3032,6.3297e-11,6.5622e-11,9.5635,0,6.0613
8.4714,0,1.1962e-10,9.5276,0,-Inf
8.6856,0,8.05e-11,9.4408,0,6.1936
9.138,1.6051e-10,1.531e-10,9.7815,0,6.2773
9.345,1.0817e-10,7.3573e-11,9.669,0,6.1849
8.9724,3.0469e-10,1.64e-10,9.861,0,6.1989
8.929,9.8425e-11,8.8302e-11,9.6559,0,6.2477
9.0406,1.8985e-10,1.385e-10,9.8032,0,6.2992
8.9327,2.5193e-10,1.3691e-10,9.5891,0,6.0117
8.721,0,1.3911e-10,9.7475,0,6.2862
9.0188,6.3604e-11,6.8878e-11,9.6067,0,6.3408
9.1682,1.9423e-10,1.7288e-10,9.8012,0,6.192
8.7459,0,1.3206e-10,9.4876,0,6.0932
8.4894,0,1.2448e-10,9.4374,0,-Inf
8.8742,8.5739e-11,3.4458e-10,9.7981,0,6.3239
9.138,1.0308e-10,1.7771e-10,9.6949,0,6.254
9.2477,8.6972e-11,3.9328e-11,9.4155,0,6.1237
9.2221,6.4286e-11,1.2481e-10,9.7738,0,6.2903
9.302,7.2775e-11,1.2796e-10,9.8268,0,6.216
9.3271,1.2779e-10,1.2301e-10,9.6517,0,6.2773
9.1562,6.1473e-10,1.5253e-10,9.8108,0,6.0918
8.974,0,1.309e-10,9.8239,0,6.2347
9.1302,1.756e-10,1.2581e-10,9.8257,0,6.1957
8.9608,1.882e-10,2.0032e-10,9.7557,0,6.0734
9.1167,1.2968e-10,1.9219e-10,9.8035,0,6.1357
8.6348,0,1.0995e-10,9.6238,0,6.0602
9.0646,1.9824e-10,1.4921e-10,9.8185,0,6.3305
9.2479,6.0623e-11,7.4066e-11,9.6102,0,6.227
9.209,8.6238e-11,1.3885e-10,9.8071,0,6.195
9.1604,4.9227e-11,1.8729e-10,9.8001,0,6.214
9.1001,0,1.1361e-10,9.6067,0,6.2237
9.3916,9.0268e-11,8.9743e-11,9.6127,0,6.1727
9.1533,2.7336e-10,1.2221e-10,9.7499,0,6.2666
9.2646,5.7157e-11,1.3673e-10,9.7668,0,6.1761
9.3906,3.676e-11,7.7434e-11,9.6086,0,6.3389
9.2766,2.8495e-10,9.465e-11,9.8116,0,6.1031
9.2764,8.719e-11,8.652e-11,9.7466,0,6.2645
9.0195,0,1.1307e-10,9.7376,0,6.1598
9.1452,2.4171e-10,1.7216e-10,9.7962,0,6.2865
9.1259,0,9.6819e-11,9.7387,0,6.0494
9.0828,1.6388e-10,1.0986e-10,9.7622,0,6.0719
8.8163,0,1.2824e-10,9.7326,0,6.153
9.3546,9.6572e-11,8.3033e-11,9.8131,0,6.3256
9.0394,2.2072e-10,1.2001e-10,9.7935,0,6.3223
8.6337,4.3414e-10,1.1507e-10,9.3514,0,6.2456
8.4847,0,9.2204e-11,9.426,0,-Inf
9.2684,6.3075e-11,4.7922e-11,9.694,0,6.1476
8.8169,1.9859e-10,1.7622e-10,9.7822,0,6.3124
8.953,0,1.8263e-10,9.6884,0,6.3514
8.6807,3.1211e-10,1.3033e-10,9.4996,0,6.225
9.2872,4.0353e-11,7.3339e-11,9.7038,0,6.3147
9.2932,4.174e-11,7.8733e-11,9.4008,0,6.2622
9.3354,7.7633e-11,5.9576e-11,9.722,0,6.1317
8.5741,0,1.0006e-10,9.1541,0,6.0935
9.3052,9.1304e-11,8.2438e-11,9.7418,0,6.1937
9.0928,1.251e-10,1.042e-10,9.8226,0,6.0622
9.1257,1.3239e-10,1.0111e-10,9.7832,0,6.2646
9.4055,7.0333e-11,7.7122e-11,9.6117,0,6.2861
9.0778,0,9.0728e-11,9.621,0,6.4157
9.1044,3.2689e-10,1.3312e-10,9.7563,0,5.9553
9.1084,1.8043e-10,1.549e-10,9.7766,0,6.0376
9.0952,2.082e-10,9.5185e-11,9.7291,0,6.2297
8.5326,0,6.2911e-11,9.3848,0,-Inf
9.1558,5.4778e-11,9.194e-11,9.7439,0,6.3059
9.2165,0,6.9655e-11,9.796,0,6.1359
9.3508,1.2317e-10,9.1955e-11,9.6941,0,6.0608
9.0341,6.7049e-11,2.3119e-10,9.7199,0,6.3077
8.5881,0,1.6127e-10,9.635,0,6.1718
9.1586,7.2148e-11,1.448e-10,9.7277,0,6.1787
9.1653,1.7966e-10,1.2281e-10,9.8077,0,6.2536
9.2759,4.0034e-11,1.3456e-10,9.7961,0,6.1577
9.1837,4.9102e-11,8.8108e-11,9.6899,0,6.2941
9.2449,7.8163e-11,9.6673e-11,9.7258,0,6.3448
8.9871,0,1.1034e-10,9.6141,0,6.3468
8.897,1.1318e-10,5.5492e-11,9.3719,0,6.1842
8.2485,0,1.2038e-10,9.2706,0,-Inf
9.3705,1.922e-10,6.7371e-11,9.7605,0,6.1646
9.1585,0,1.1851e-10,9.8009,0,6.293
9.2738,2.0441e-10,7.2806e-11,9.7426,0,6.1813
9.4829,1.3775e-10,8.6828e-11,9.7509,0,6.1668
9.2853,5.1902e-11,1.2453e-10,9.726,0,6.364
9.2226,6.0308e-11,1.198e-10,9.7367,0,6.1435
9.3763,1.1537e-10,5.3811e-11,9.5504,0,6.1601
9.3321,1.8277e-10,8.4359e-11,9.6889,0,6.0818
9.3106,1.4384e-10,9.0338e-11,9.77,0,6.1941
8.9631,9.4515e-11,6.6022e-11,9.7415,0,6.1786
9.1494,1.2087e-10,1.0731e-10,9.8344,0,6.2697
8.8585,0,1.3404e-10,9.7428,0,6.3302
9.2161,4.3962e-11,1.4571e-10,9.7762,0,6.2136
9.2755,4.0383e-11,6.3119e-11,9.564,0,6.4184
9.0731,2.4397e-10,1.411e-10,9.8167,0,6.2297
9.0686,3.568e-10,1.5825e-10,9.7411,0,6.254
9.1669,2.987e-10,7.5298e-11,9.7828,0,6.0525
8.9421,1.7835e-10,1.5498e-10,9.7403,0,6.2695
8.6568,0,1.014e-10,9.5129,0,-Inf
9.1332,2.8927e-10,1.3062e-10,9.7316,0,5.9463
9.1587,1.3992e-10,1.0077e-10,9.7798,0,6.3901
9.0461,1.3825e-10,1.24e-10,9.7238,0,6.3312
8.99,1.8057e-10,1.444e-10,9.802,0,6.1825
8.5826,1.9169e-10,1.0908e-10,9.594,0,6.3333
8.1738,0,1.2457e-10,9.2564,0,5.9961
9.2243,2.5683e-10,1.2751e-10,9.7727,0,6.2683
9.4638,7.7411e-11,6.8684e-11,9.6868,0,6.3291
9.2561,2.2558e-10,1.0747e-10,9.7225,0,6.1056
8.8674,0,9.0818e-11,9.6856,0,5.9524
9.2307,3.5752e-11,1.0137e-10,9.7633,0,5.8874
9.295,6.281e-11,1.3761e-10,9.713,0,6.2127
9.2965,0,7.221e-11,9.68,0,6.2451
9.3208,1.4803e-10,1.0167e-10,9.6665,0,6.3752
9.2867,1.2212e-10,1.4622e-10,9.7309,0,6.273
9.2541,4.9995e-11,5.3456e-11,9.6493,0,6.2093
8.8379,3.7175e-10,1.2427e-10,9.627,0,6.0829
9.2105,3.4765e-10,1.301e-10,9.79,0,6.3707
9.4592,4.9646e-11,7.6065e-11,9.694,0,6.2233
8.9994,8.3569e-11,9.9846e-11,9.7956,0,6.3707
9.2845,5.5279e-11,1.1433e-10,9.7768,0,6.2891
9.1348,0,1.3359e-10,9.7462,0,6.114
9.3284,8.8295e-11,1.4343e-10,9.7258,0,6.2411
9.3138,2.9498e-10,9.138e-11,9.7619,0,6.0742
9.1841,9.7615e-11,1.4803e-10,9.79,0,6.3028
8.9029,9.585e-10,1.8419e-10,9.7779,0,6.083
9.3381,1.5127e-10,7.3065e-11,9.6919,0,6.2939
9.3232,8.4589e-11,8.4001e-11,9.6975,0,6.4375
8.4911,3.1139e-10,1.8145e-10,9.6267,0,-Inf
8.6637,0,8.611e-11,9.5343,0,-Inf
8.5439,3.169e-10,1.0542e-10,9.4871,0,6.2107
9.2558,1.0339e-10,9.6702e-11,9.8108,0,6.1224
8.9219,1.4147e-10,1.9106e-10,9.7773,0,6.3214
9.2749,6.4017e-11,7.4703e-11,9.6432,0,6.0396
9.1088,6.5329e-11,1.0994e-10,9.776,0,6.3429
9.0555,1.1403e-10,1.8565e-10,9.7829,0,6.1323
9.1132,2.8053e-10,1.4697e-10,9.7915,0,6.2524
9.1755,9.3223e-11,1.8605e-10,9.8249,0,6.3111
9.2487,1.4037e-10,1.2396e-10,9.7487,0,6.2223
9.1242,9.4894e-11,9.1787e-11,9.7142,0,6.264
8.5084,3.1401e-10,1.8551e-10,9.5581,0,6.217
8.9613,3.0219e-10,2.1515e-10,9.7852,0,6.324
9.0835,0,1.1875e-10,9.8178,0,6.1257
8.8139,3.7427e-10,3.315e-10,9.6934,0,6.1271
9.3035,1.2782e-10,8.3484e-11,9.6803,0,6.3615
9.2557,1.2181e-10,1.1604e-10,9.7649,0,6.3112
9.2201,1.0996e-10,1.3152e-10,9.8144,0,6.2816
9.2882,1.9824e-10,8.6142e-11,9.7211,0,6.3822
9.9201,0,1.1953e-11,9.4271,0,6.2122
8.6164,0,1.1308e-10,9.4997,0,-Inf
8.3412,0,8.1244e-12,9.1436,0,-Inf
9.0158,1.5476e-10,1.3284e-10,9.806,0,6.4568
9.2743,2.5339e-11,7.0308e-11,9.6634,0,6.2854
9.2344,6.8537e-11,8.1195e-11,9.6951,0,6.1443
8.9465,6.3538e-10,1.797e-10,9.8138,0,6.1606
8.8513,9.7499e-11,1.5857e-10,9.7318,0,6.3273
8.6918,2.383e-10,2.8751e-10,9.7568,0,6.2815
9.0505,2.5118e-10,9.5678e-11,9.7667,0,6.1418
9.1482,0,9.447e-11,9.6755,0,6.2748
9.0255,8.2716e-10,3.3268e-10,9.3987,0,6.2699
9.3448,6.7718e-11,9.2018e-11,9.6971,0,6.1334
9.0556,0,5.3074e-11,9.4407,0,6.1153
8.583,0,9.1303e-11,9.3955,0,-Inf
9.2956,3.4161e-10,1.2733e-10,9.614,0,5.9864
8.9228,2.0762e-10,2.3372e-10,9.7201,0,6.0242
9.1149,2.0612e-10,1.6691e-10,9.7912,0,6.3434
9.3291,1.9305e-10,9.6441e-11,9.716,0,6.332
9.0575,1.6551e-10,7.5245e-11,9.8179,0,6.2411
9.3401,0,1.1306e-10,9.774,0,6.1076
9.3133,3.5385e-11,1.0312e-10,9.6263,0,6.3716
9.364,8.787e-11,7.2485e-11,9.7274,0,6.1005
9.2648,2.1613e-10,1.2333e-10,9.8545,0,6.1535
9.1322,1.8321e-10,1.76e-10,9.8303,0,6.2981
9.2843,1.1926e-10,1.1536e-10,9.6825,0,6.2009
9.0094,2.7503e-10,1.5041e-10,9.8396,0,6.3231
8.6011,2.2982e-10,2.6203e-10,9.6549,0,6.1179
8.0515,NaN,NaN,9.1328,0,-Inf
9.5729,0,8.217e-12,9.0428,0,6.2928
9.175,1.9468e-10,1.9493e-10,9.8043,0,6.096
9.0455,0,1.2983e-10,9.7753,0,6.1924
9.0543,8.8433e-11,9.2731e-11,9.6377,0,-Inf
8.4808,0,1.0233e-11,8.7307,0,-Inf
9.1892,7.4734e-11,1.105e-10,9.747,0,6.2101
8.7509,1.5544e-10,7.2139e-11,9.4644,0,6.1889
8.4733,2.6651e-10,1.4219e-10,9.5068,0,-Inf
9.0304,1.4129e-10,1.6272e-10,9.7689,0,6.2683
9.4093,5.8262e-11,1.2626e-10,9.6938,0,6.3299
9.0928,2.8039e-10,1.5315e-10,9.7854,0,5.9827
8.8425,0,2.0293e-10,9.74,0,6.1823
9.1933,3.0453e-11,1.0764e-10,9.5794,0,6.3634
8.9645,0,8.9241e-11,9.6289,0,5.971
9.2757,2.6e-11,1.1936e-10,9.7197,0,6.0991
9.2094,1.2814e-10,1.1047e-10,9.7822,0,6.233
9.3062,2.3762e-10,1.2065e-10,9.7565,0,6.2828
9.2925,3.1069e-11,1.2404e-10,9.7313,0,6.0775
9.3922,1.6492e-10,9.104e-11,9.8908,0,6.17
9.2724,2.4545e-10,1.1847e-10,9.7868,0,6.3735
9.0773,0,1.3813e-10,9.762,0,6.2563
9.1759,2.9191e-10,1.3556e-10,9.7615,0,5.9855
9.2869,3.1504e-11,9.8996e-11,9.7135,0,6.1156
9.2169,1.852e-10,8.5038e-11,9.7465,0,6.1402
9.2967,3.4097e-11,8.3633e-11,9.7463,0,6.1436
9.2061,1.5728e-10,1.4448e-10,9.7451,0,6.1014
9.312,1.4922e-10,1.4168e-10,9.7838,0,6.3421
9.025,8.1814e-11,1.3566e-10,9.7995,0,6.2168
9.0968,2.2462e-10,1.6999e-10,9.748,0,5.9859
9.248,1.3565e-10,1.3508e-10,9.7525,0,6.0133
9.2146,1.6845e-10,9.6275e-11,9.76,0,6.2576
9.1922,9.3145e-11,9.8937e-11,9.7682,0,6.0864
9.2676,5.5723e-11,1.3462e-10,9.7807,0,6.2497
9.257,8.9632e-11,6.5307e-11,9.7627,0,6.2664
9.2921,1.7624e-10,1.2148e-10,9.6365,0,6.1209
8.6084,0,2.0372e-10,9.5303,0,6.2449
9.137,2.0966e-10,1.7673e-10,9.7744,0,6.0551
9.3497,1.1421e-10,5.4474e-11,9.722,0,6.1592
9.2372,7.3934e-11,1.0764e-10,9.7342,0,6.2876
9.0366,1.5978e-10,1.8635e-10,9.877,0,6.2388
9.05,0,1.2311e-10,9.8308,0,6.3079
9.4038,1.8798e-10,1.1621e-10,9.7763,0,6.1485
9.2674,9.6001e-11,1.1725e-10,9.746,0,6.3313
9.3138,4.2105e-11,1.0075e-10,9.737,0,6.2368
9.1693,1.9217e-10,2.1171e-10,9.8025,0,6.1919
9.216,4.8675e-11,1.2393e-10,9.7594,0,6.3238
8.9713,1.9835e-10,1.9418e-10,9.8028,0,6.1447
8.8846,1.4508e-10,1.7834e-10,9.5385,0,6.2203
9.4497,1.0512e-10,9.2164e-11,9.7893,0,6.3019
9.0719,1.4527e-10,2.267e-10,9.7638,0,6.2433
9.2507,1.5409e-10,1.3184e-10,9.7151,0,6.2668
8.7958,2.5703e-10,1.6621e-10,9.7899,0,6.1562
9.0885,2.8261e-10,1.8431e-10,9.8341,0,6.3549
8.9092,4.909e-10,2.3507e-10,9.7831,0,6.2078
9.1278,1.9039e-10,1.1091e-10,9.5889,0,6.2171
9.1389,9.9961e-11,1.1594e-10,9.7654,0,6.2745
9.1556,1.6045e-10,1.6634e-10,9.7756,0,6.1415
9.1535,2.6161e-10,9.9296e-11,9.7892,0,6.2625
9.3717,1.1159e-10,1.2315e-10,9.8973,0,6.1792
9.0708,5.0963e-10,2.2554e-10,9.7773,0,6.2464
9.1405,1.8069e-10,1.3093e-10,9.8015,0,6.2308
9.1459,6.9154e-11,1.4423e-10,9.7639,0,6.0988
8.8604,4.1951e-10,1.0489e-10,9.7152,0,6.1318
9.4184,6.7235e-11,1.0339e-10,9.6213,0,6.2129
9.0103,3.7059e-10,1.3822e-10,9.6841,0,6.1026
8.8785,0,1.0085e-10,9.7223,0,5.9456
9.0586,1.7097e-10,1.5285e-10,9.8285,0,6.2359
8.8089,1.4915e-10,1.2372e-10,9.7432,0,6.3287
9.3108,4.5091e-11,1.8947e-11,9.2668,0,6.2776
8.9525,0,1.1969e-10,9.7669,0,6.2519
9.3246,9.9276e-11,1.1733e-10,9.7154,0,6.1632
8.9421,2.3854e-10,1.4821e-10,9.7544,0,6.373
9.2534,8.5527e-11,1.1878e-10,9.7921,0,5.9424
9.35,8.7929e-11,6.0454e-11,9.7735,0,6.2651
9.2706,0,9.2911e-11,9.594,0,6.3889
9.0189,5.2526e-10,2.7134e-10,9.8912,0,6.3026
9.4411,0,5.3672e-11,9.7061,0,6.2521
9.3569,9.4951e-11,6.977e-11,9.6484,0,6.2988
9.5154,1.0592e-10,8.8383e-11,9.7164,0,6.1258
8.2901,0,1.8372e-10,9.4073,0,-Inf
8.4411,0,1.3857e-10,9.3747,0,6.2722
9.3159,4.023e-11,1.5064e-10,9.7581,0,6.0963
8.6431,1.6229e-10,1.0659e-10,9.7152,0,6.1925
9.2535,4.6134e-11,1.3346e-10,9.7282,0,6.1821
9.1225,4.9751e-10,1.6721e-10,9.7412,0,6.2299
9.3253,1.5387e-10,9.8451e-11,9.7273,0,6.2417
9.0073,1.3766e-10,1.9772e-10,9.7733,0,6.2353
9.1603,0,1.5874e-10,9.8384,0,6.1888
9.3275,7.4321e-11,9.83e-11,9.6622,0,6.1778
9.304,1.4905e-10,9.1118e-11,9.6543,0,6.1142
8.8046,1.4061e-10,7.9915e-11,9.7036,0,-Inf
9.1089,0,1.4842e-10,9.7368,0,6.2503
9.1633,1.1525e-10,1.4829e-10,9.7793,0,6.1951
9.3264,1.1245e-10,9.8445e-11,9.7618,0,6.0944
9.1532,1.1856e-10,6.2225e-11,9.6134,0,6.3534
9.319,3.0797e-11,1.0991e-10,9.636,0,6.1075
8.9887,2.9123e-10,2.0952e-10,9.768,0,6.2445
9.2346,9.7609e-11,6.0891e-11,9.71,0,6.2965
8.9873,0,1.136e-10,9.755,0,5.9569
8.8398,3.638e-10,2.2362e-10,9.7322,0,6.1528
9.2466,1.0493e-10,7.9284e-11,9.6914,0,6.2571
8.9099,7.7194e-11,1.8617e-10,9.8147,0,6.1784
9.0003,2.9826e-10,2.4919e-10,9.8176,0,6.2661
9.2166,1.234e-10,1.1499e-10,9.6641,0,6.0918
9.0098,2.1841e-10,1.0712e-10,9.7716,0,6.1875
8.9615,2.0233e-10,9.8428e-11,9.6528,0,6.2334
